number,lot,href,start_price
Торги № 960000242948,( лот 2 ),https://tbankrot.ru/item?id=5401271,48690806.39
Торги № 172335,( лот 1 ),https://tbankrot.ru/item?id=5401233,206501282.5
Торги № 7130-ОАОФ,( лот 1 ),https://tbankrot.ru/item?id=5399820,68373454.73
Торги № ОАОФЦП-78633,( лот 2 ),https://tbankrot.ru/item?id=5399800,26601132.66
Торги № ОАОФЦП-78633,( лот 1 ),https://tbankrot.ru/item?id=5399799,434575145.97
Торги № 960000242914,( лот 1 ),https://tbankrot.ru/item?id=5399456,23529770.32
Торги № 116582-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5399186,13593734.18
Торги № 960000242913,( лот 1 ),https://tbankrot.ru/item?id=5399145,10692000.0
Торги № 960000242893,( лот 2 ),https://tbankrot.ru/item?id=5398446,56369227.53
Торги № 960000242893,( лот 1 ),https://tbankrot.ru/item?id=5398444,24300000.0
Торги № 960000242894,( лот 3 ),https://tbankrot.ru/item?id=5398441,241472905.1
Торги № 960000242897,( лот 3 ),https://tbankrot.ru/item?id=5398406,80557232.4
Торги № 960000242898,( лот 2 ),https://tbankrot.ru/item?id=5398399,10229031.33
Торги № 960000242898,( лот 3 ),https://tbankrot.ru/item?id=5398398,78307100.5
Торги № 960000242898,( лот 4 ),https://tbankrot.ru/item?id=5398390,13745997.14
Торги № 116545-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5398199,29880000.0
Торги № 960000242889,( лот 16 ),https://tbankrot.ru/item?id=5398147,27000000.0
Торги № 960000242889,( лот 14 ),https://tbankrot.ru/item?id=5398146,12911670.0
Торги № 960000242891,( лот 1 ),https://tbankrot.ru/item?id=5398099,31217262.24
Торги № 116541-МЭТС,( лот 3 ),https://tbankrot.ru/item?id=5398087,25588950.5
Торги № 11872,( лот 5 ),https://tbankrot.ru/item?id=5398032,148513763.79
Торги № 960000242864,( лот 8 ),https://tbankrot.ru/item?id=5396625,17988396.38
Торги № 960000242864,( лот 6 ),https://tbankrot.ru/item?id=5396617,14068530.9
Торги № 960000242864,( лот 1 ),https://tbankrot.ru/item?id=5396613,29711712.68
Торги № 116504-МЭТС,( лот 2 ),https://tbankrot.ru/item?id=5396246,15186092.93
Торги № 116504-МЭТС,( лот 3 ),https://tbankrot.ru/item?id=5396245,62839651.04
Торги № 116504-МЭТС,( лот 4 ),https://tbankrot.ru/item?id=5396243,15324816.82
Торги № 960000242861,( лот 1 ),https://tbankrot.ru/item?id=5396221,196546391.66
Торги № 22000106630000000029,( лот 35 ),https://tbankrot.ru/item?id=5395763,10820381.8
Торги № 960000242822,( лот 1 ),https://tbankrot.ru/item?id=5394942,13824785.86
Торги № 960000242815,( лот 1 ),https://tbankrot.ru/item?id=5394930,36114029.14
Торги № 960000242815,( лот 7 ),https://tbankrot.ru/item?id=5394928,1436004909.93
Торги № 960000242815,( лот 6 ),https://tbankrot.ru/item?id=5394926,28674960.46
Торги № 960000242815,( лот 5 ),https://tbankrot.ru/item?id=5394924,32261965.18
Торги № 960000242817,( лот 3 ),https://tbankrot.ru/item?id=5394923,56658829.16
Торги № 960000242817,( лот 2 ),https://tbankrot.ru/item?id=5394922,152956222.38
Торги № 960000242817,( лот 4 ),https://tbankrot.ru/item?id=5394920,559584033.09
Торги № 960000242820,( лот 8 ),https://tbankrot.ru/item?id=5394901,163138770.13
Торги № 960000242820,( лот 9 ),https://tbankrot.ru/item?id=5394900,43185272.4
Торги № 960000242820,( лот 7 ),https://tbankrot.ru/item?id=5394891,18951439.73
Торги № 960000242820,( лот 4 ),https://tbankrot.ru/item?id=5394887,140300186.05
Торги № 960000242820,( лот 3 ),https://tbankrot.ru/item?id=5394884,13087442.33
Торги № 960000242820,( лот 2 ),https://tbankrot.ru/item?id=5394882,39418622.34
Торги № 5727-ОАОФ,( лот 1 ),https://tbankrot.ru/item?id=5394720,149975954.0
Торги № 5727-ОАОФ,( лот 2 ),https://tbankrot.ru/item?id=5394719,89014595.0
Торги № 5727-ОАОФ,( лот 3 ),https://tbankrot.ru/item?id=5394718,204757567.0
Торги № ОАОФЦП-78558,( лот 1 ),https://tbankrot.ru/item?id=5394503,25378289.04
Торги № 960000242807,( лот 2 ),https://tbankrot.ru/item?id=5394464,15300000.0
Торги № 960000242807,( лот 1 ),https://tbankrot.ru/item?id=5394463,20809218.53
Торги № ОАОФЦП-14950,( лот 1 ),https://tbankrot.ru/item?id=5393921,32351799.08
Торги № ОАОФЦП-3688,( лот 1 ),https://tbankrot.ru/item?id=5393223,20250000.0
Торги № 171913,( лот 1 ),https://tbankrot.ru/item?id=5393095,16211500.0
Торги № 171822,( лот 1 ),https://tbankrot.ru/item?id=5392412,58500000.0
Торги № ПП-28660,( лот 2 ),https://tbankrot.ru/item?id=5392217,26364255.52
Торги № 5719-ОАОФ,( лот 10 ),https://tbankrot.ru/item?id=5392008,160439046.95
Торги № 171644,( лот 1 ),https://tbankrot.ru/item?id=5391838,88446000.0
Торги № 10147-ОТПП,( лот 9 ),https://tbankrot.ru/item?id=5391601,48764170.95
Торги № 960000242681,( лот 10 ),https://tbankrot.ru/item?id=5391061,15153999.76
Торги № 960000242709,( лот 2 ),https://tbankrot.ru/item?id=5391059,1091053556.91
Торги № ОАОФЦП-58741,( лот 1 ),https://tbankrot.ru/item?id=5390998,704552822.95
Торги № 171616,( лот 1 ),https://tbankrot.ru/item?id=5390947,137820229.62
Торги № 171617,( лот 1 ),https://tbankrot.ru/item?id=5390946,23480478.0
Торги № 960000242757,( лот 1 ),https://tbankrot.ru/item?id=5390605,49300000.0
Торги № 116308-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5390066,32931736.49
Торги № 960000242749,( лот 13 ),https://tbankrot.ru/item?id=5389886,26756412.69
Торги № 960000242749,( лот 16 ),https://tbankrot.ru/item?id=5389885,316684345.87
Торги № 960000242749,( лот 17 ),https://tbankrot.ru/item?id=5389873,225299471.65
Торги № 960000242749,( лот 18 ),https://tbankrot.ru/item?id=5389867,94536369.32
Торги № 960000242749,( лот 19 ),https://tbankrot.ru/item?id=5389864,43050776.53
Торги № 960000242749,( лот 20 ),https://tbankrot.ru/item?id=5389861,196319867.87
Торги № 960000242749,( лот 21 ),https://tbankrot.ru/item?id=5389859,912127768.58
Торги № 960000242749,( лот 22 ),https://tbankrot.ru/item?id=5389856,516830645.36
Торги № 960000242749,( лот 24 ),https://tbankrot.ru/item?id=5389855,491062876.16
Торги № 960000242749,( лот 26 ),https://tbankrot.ru/item?id=5389853,202233158.36
Торги № 960000242749,( лот 25 ),https://tbankrot.ru/item?id=5389849,1156163884.5
Торги № 960000242708,( лот 1 ),https://tbankrot.ru/item?id=5389125,14769141.69
Торги № СТПБ-1678-1,( лот 1 ),https://tbankrot.ru/item?id=5389102,49371735.31
Торги № 960000242725,( лот 14 ),https://tbankrot.ru/item?id=5388966,105625208.52
Торги № 960000242725,( лот 3 ),https://tbankrot.ru/item?id=5388965,95370383.59
Торги № 960000242722,( лот 1 ),https://tbankrot.ru/item?id=5388952,78607231.2
Торги № 960000242723,( лот 33 ),https://tbankrot.ru/item?id=5388910,14232965.36
Торги № 960000242723,( лот 24 ),https://tbankrot.ru/item?id=5388908,200403740.15
Торги № 960000242723,( лот 35 ),https://tbankrot.ru/item?id=5388911,35561653.55
Торги № 960000242723,( лот 31 ),https://tbankrot.ru/item?id=5388909,35328632.81
Торги № 960000242723,( лот 21 ),https://tbankrot.ru/item?id=5388907,36133862.2
Торги № 960000242723,( лот 5 ),https://tbankrot.ru/item?id=5388906,45159883.34
Торги № 960000242723,( лот 1 ),https://tbankrot.ru/item?id=5388905,94920118.79
Торги № 960000242724,( лот 7 ),https://tbankrot.ru/item?id=5388868,20459840.0
Торги № 960000242724,( лот 2 ),https://tbankrot.ru/item?id=5388865,29634775.04
Торги № 960000242724,( лот 8 ),https://tbankrot.ru/item?id=5388869,15841508.18
Торги № 960000242724,( лот 9 ),https://tbankrot.ru/item?id=5388870,23186302.88
Торги № 960000242724,( лот 6 ),https://tbankrot.ru/item?id=5388867,28466397.86
Торги № 960000242724,( лот 23 ),https://tbankrot.ru/item?id=5388882,192420485.15
Торги № 960000242724,( лот 45 ),https://tbankrot.ru/item?id=5388899,11473257.29
Торги № 960000242724,( лот 13 ),https://tbankrot.ru/item?id=5388874,26826108.13
Торги № 960000242724,( лот 44 ),https://tbankrot.ru/item?id=5388898,14326129.0
Торги № 960000242724,( лот 18 ),https://tbankrot.ru/item?id=5388878,99281839.37
Торги № 960000242724,( лот 43 ),https://tbankrot.ru/item?id=5388897,25752232.8
Торги № 960000242724,( лот 26 ),https://tbankrot.ru/item?id=5388884,19661667.98
Торги № 960000242724,( лот 42 ),https://tbankrot.ru/item?id=5388896,29343441.03
Торги № 960000242724,( лот 20 ),https://tbankrot.ru/item?id=5388880,11727468.5
Торги № 960000242724,( лот 41 ),https://tbankrot.ru/item?id=5388895,11447419.75
Торги № 960000242724,( лот 16 ),https://tbankrot.ru/item?id=5388876,22916629.04
Торги № 960000242724,( лот 39 ),https://tbankrot.ru/item?id=5388893,14239274.16
Торги № 960000242724,( лот 27 ),https://tbankrot.ru/item?id=5388885,72404683.34
Торги № 960000242724,( лот 37 ),https://tbankrot.ru/item?id=5388892,16947421.61
Торги № 960000242724,( лот 25 ),https://tbankrot.ru/item?id=5388883,96184045.99
Торги № 960000242724,( лот 36 ),https://tbankrot.ru/item?id=5388891,94635246.86
Торги № 960000242724,( лот 22 ),https://tbankrot.ru/item?id=5388881,56005543.84
Торги № 960000242724,( лот 32 ),https://tbankrot.ru/item?id=5388889,18983171.19
Торги № 960000242724,( лот 19 ),https://tbankrot.ru/item?id=5388879,42422697.99
Торги № 960000242724,( лот 30 ),https://tbankrot.ru/item?id=5388888,30545000.87
Торги № 960000242724,( лот 17 ),https://tbankrot.ru/item?id=5388877,184729773.18
Торги № 960000242724,( лот 29 ),https://tbankrot.ru/item?id=5388887,167120287.5
Торги № 960000242724,( лот 15 ),https://tbankrot.ru/item?id=5388875,209837242.08
Торги № 960000242724,( лот 12 ),https://tbankrot.ru/item?id=5388873,207365967.09
Торги № 960000242724,( лот 11 ),https://tbankrot.ru/item?id=5388872,62889612.62
Торги № 960000242724,( лот 10 ),https://tbankrot.ru/item?id=5388871,12676888.14
Торги № 960000242714,( лот 9 ),https://tbankrot.ru/item?id=5388855,284114630.03
Торги № 960000242716,( лот 10 ),https://tbankrot.ru/item?id=5388853,558234342.13
Торги № 960000242717,( лот 1 ),https://tbankrot.ru/item?id=5388847,337510761.51
Торги № 960000242713,( лот 8 ),https://tbankrot.ru/item?id=5388813,308240499.43
Торги № 960000242713,( лот 4 ),https://tbankrot.ru/item?id=5388809,265255931.52
Торги № 960000242713,( лот 3 ),https://tbankrot.ru/item?id=5388808,68177465.75
Торги № SBR013-2305120001-0,( лот 9 ),https://tbankrot.ru/item?id=5387948,18644013.53
Торги № SBR013-2305120001-0,( лот 6 ),https://tbankrot.ru/item?id=5387945,107108756.28
Торги № SBR013-2305120001-0,( лот 5 ),https://tbankrot.ru/item?id=5387944,23468207.12
Торги № SBR013-2305120001-0,( лот 2 ),https://tbankrot.ru/item?id=5387941,16134133.97
Торги № SBR013-2305120001-0,( лот 1 ),https://tbankrot.ru/item?id=5387940,22457561.95
Торги № ПП-94624,( лот 1 ),https://tbankrot.ru/item?id=5387900,12469500.0
Торги № ПП-58730,( лот 3 ),https://tbankrot.ru/item?id=5387591,13563332.64
Торги № ПП-58730,( лот 1 ),https://tbankrot.ru/item?id=5387589,16735905.42
Торги № 960000242678,( лот 1 ),https://tbankrot.ru/item?id=5387416,12011915.69
Торги № 960000242679,( лот 5 ),https://tbankrot.ru/item?id=5387395,10143594.93
Торги № 11869,( лот 1 ),https://tbankrot.ru/item?id=5387048,21020961.53
Торги № 171372,( лот 1 ),https://tbankrot.ru/item?id=5386355,314858350.51
Торги № 007095,( лот 1 ),https://tbankrot.ru/item?id=5386238,1282742706.92
Торги № 960000242650,( лот 7 ),https://tbankrot.ru/item?id=5386065,37435552.22
Торги № 960000242650,( лот 8 ),https://tbankrot.ru/item?id=5386048,1435361678.4
Торги № 960000242643,( лот 2 ),https://tbankrot.ru/item?id=5385846,56592629.46
Торги № 116196-МЭТС,( лот 4 ),https://tbankrot.ru/item?id=5385664,12899131.93
Торги № 116196-МЭТС,( лот 6 ),https://tbankrot.ru/item?id=5385662,58449171.71
Торги № ПП-76929,( лот 1 ),https://tbankrot.ru/item?id=5385557,126122944.49
Торги № 116189-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5385248,37814206.07
Торги № 171307,( лот 1 ),https://tbankrot.ru/item?id=5384993,18332770.1
Торги № 171308,( лот 1 ),https://tbankrot.ru/item?id=5384992,13139279.17
Торги № 171309,( лот 1 ),https://tbankrot.ru/item?id=5384991,10346661.26
Торги № 5280285,( лот 2 ),https://tbankrot.ru/item?id=5384614,19493063.3
Торги № 5280285,( лот 1 ),https://tbankrot.ru/item?id=5384613,38966744.65
Торги № ПП-76923,( лот 1 ),https://tbankrot.ru/item?id=5384596,21706522.35
Торги № 5280280,( лот 1 ),https://tbankrot.ru/item?id=5384565,74335968.0
Торги № 4274-ОТПП,( лот 6 ),https://tbankrot.ru/item?id=5384036,10466771.85
Торги № 171244,( лот 1 ),https://tbankrot.ru/item?id=5383886,92900000.0
Торги № ОАОФЦП-28599,( лот 2 ),https://tbankrot.ru/item?id=5383778,100872208.3
Торги № ОАОФЦП-28599,( лот 1 ),https://tbankrot.ru/item?id=5383777,10775295.06
Торги № 960000242597,( лот 1 ),https://tbankrot.ru/item?id=5383524,77906835.68
Торги № 960000242598,( лот 6 ),https://tbankrot.ru/item?id=5383394,283394593.98
Торги № 960000242598,( лот 7 ),https://tbankrot.ru/item?id=5383395,183141640.08
Торги № 960000242598,( лот 5 ),https://tbankrot.ru/item?id=5383393,614688778.11
Торги № 960000242598,( лот 3 ),https://tbankrot.ru/item?id=5383391,92335797.83
Торги № 960000242598,( лот 4 ),https://tbankrot.ru/item?id=5383392,250192827.37
Торги № 960000242598,( лот 2 ),https://tbankrot.ru/item?id=5383390,70689731.41
Торги № 960000242598,( лот 1 ),https://tbankrot.ru/item?id=5383389,42600357.55
Торги № 960000242591,( лот 1 ),https://tbankrot.ru/item?id=5383293,521076917.05
Торги № 960000242591,( лот 4 ),https://tbankrot.ru/item?id=5383292,69827356.43
Торги № ПП-3143,( лот 8 ),https://tbankrot.ru/item?id=5383078,61430265.7
Торги № ПП-3143,( лот 7 ),https://tbankrot.ru/item?id=5383077,23992500.47
Торги № ПП-3143,( лот 5 ),https://tbankrot.ru/item?id=5383075,178489261.43
Торги № ПП-3143,( лот 2 ),https://tbankrot.ru/item?id=5383073,121357608.38
Торги № ПП-3143,( лот 6 ),https://tbankrot.ru/item?id=5383076,193754917.5
Торги № ПП-3143,( лот 3 ),https://tbankrot.ru/item?id=5383074,200355240.55
Торги № ОАОФЦП-77677,( лот 10 ),https://tbankrot.ru/item?id=5383027,32014384.65
Торги № ОАОФЦП-77677,( лот 8 ),https://tbankrot.ru/item?id=5383025,37439228.91
Торги № 960000242583,( лот 2 ),https://tbankrot.ru/item?id=5383007,274611803.0
Торги № 960000242588,( лот 14 ),https://tbankrot.ru/item?id=5382998,38028373.57
Торги № 960000242588,( лот 9 ),https://tbankrot.ru/item?id=5382996,235555837.03
Торги № 960000242588,( лот 1 ),https://tbankrot.ru/item?id=5382993,91944339.39
Торги № 960000242588,( лот 6 ),https://tbankrot.ru/item?id=5382990,256939531.44
Торги № 960000242588,( лот 16 ),https://tbankrot.ru/item?id=5382988,241287498.46
Торги № 960000242588,( лот 11 ),https://tbankrot.ru/item?id=5382986,25134008.77
Торги № 960000242588,( лот 18 ),https://tbankrot.ru/item?id=5382979,109468145.04
Торги № 960000242588,( лот 2 ),https://tbankrot.ru/item?id=5382978,29900491.91
Торги № 116109-МЭТС,( лот 4 ),https://tbankrot.ru/item?id=5382872,19160286.92
Торги № 116109-МЭТС,( лот 7 ),https://tbankrot.ru/item?id=5382869,97650000.0
Торги № 116109-МЭТС,( лот 8 ),https://tbankrot.ru/item?id=5382868,144802199.7
Торги № 116109-МЭТС,( лот 9 ),https://tbankrot.ru/item?id=5382867,10710090.0
Торги № 116109-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5382865,41996709.0
Торги № 116109-МЭТС,( лот 3 ),https://tbankrot.ru/item?id=5382863,18239949.0
Торги № 171140,( лот 1 ),https://tbankrot.ru/item?id=5382710,157500000.0
Торги № 6008-ОАОФ,( лот 4 ),https://tbankrot.ru/item?id=5382634,39341409.0
Торги № ПП-14782,( лот 1 ),https://tbankrot.ru/item?id=5382269,14667684.4
Торги № 10048-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5382107,18084587.65
Торги № ПП-58718,( лот 1 ),https://tbankrot.ru/item?id=5381741,19444579.11
Торги № 10289-ОАОФ,( лот 1 ),https://tbankrot.ru/item?id=5381593,14171330.23
Торги № 10289-ОАОФ,( лот 2 ),https://tbankrot.ru/item?id=5381594,25650030.0
Торги № 960000242477,( лот 21 ),https://tbankrot.ru/item?id=5381561,56990778.44
Торги № 116024-МЭТС,( лот 2 ),https://tbankrot.ru/item?id=5381095,33685649.82
Торги № 31649-ОТПП,( лот 2 ),https://tbankrot.ru/item?id=5380156,56643717.19
Торги № 31649-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5380155,479103230.71
Торги № 960000242527,( лот 1 ),https://tbankrot.ru/item?id=5380085,62537468.39
Торги № 960000242527,( лот 9 ),https://tbankrot.ru/item?id=5380076,221123141.68
Торги № 960000242527,( лот 4 ),https://tbankrot.ru/item?id=5380061,119918940.8
Торги № 5279997,( лот 1 ),https://tbankrot.ru/item?id=5379982,17554411.69
Торги № 960000242527,( лот 12 ),https://tbankrot.ru/item?id=5379811,169579449.8
Торги № 960000242527,( лот 11 ),https://tbankrot.ru/item?id=5379808,155871766.06
Торги № 960000242527,( лот 6 ),https://tbankrot.ru/item?id=5379806,1050972155.77
Торги № 960000242527,( лот 5 ),https://tbankrot.ru/item?id=5379801,163297501.79
Торги № 960000242527,( лот 3 ),https://tbankrot.ru/item?id=5379781,116372159.22
Торги № SBR013-2305050006-0,( лот 1 ),https://tbankrot.ru/item?id=5379711,66651284.06
Торги № 960000242522,( лот 2 ),https://tbankrot.ru/item?id=5379400,27437087.63
Торги № ОАОФЦП-94217,( лот 1 ),https://tbankrot.ru/item?id=5378407,45752216.39
Торги № 960000242491,( лот 10 ),https://tbankrot.ru/item?id=5377896,26152417.79
Торги № 960000242491,( лот 5 ),https://tbankrot.ru/item?id=5377895,73528919.32
Торги № 960000242491,( лот 4 ),https://tbankrot.ru/item?id=5377893,38130337.81
Торги № 960000242491,( лот 13 ),https://tbankrot.ru/item?id=5377891,12063982.19
Торги № 960000242491,( лот 14 ),https://tbankrot.ru/item?id=5377887,17493054.64
Торги № 960000242491,( лот 18 ),https://tbankrot.ru/item?id=5377884,66891102.88
Торги № 960000242491,( лот 11 ),https://tbankrot.ru/item?id=5377883,10148553.14
Торги № 960000242491,( лот 8 ),https://tbankrot.ru/item?id=5377882,169743816.99
Торги № 960000242491,( лот 16 ),https://tbankrot.ru/item?id=5377879,17183609.42
Торги № 960000242491,( лот 6 ),https://tbankrot.ru/item?id=5377878,57987765.46
Торги № 960000242491,( лот 3 ),https://tbankrot.ru/item?id=5377877,20335425.03
Торги № 960000242491,( лот 9 ),https://tbankrot.ru/item?id=5377876,123955793.97
Торги № 960000242491,( лот 7 ),https://tbankrot.ru/item?id=5377873,106675651.03
Торги № 960000242492,( лот 1 ),https://tbankrot.ru/item?id=5377872,485432456.0
Торги № 960000242492,( лот 3 ),https://tbankrot.ru/item?id=5377870,232044075.83
Торги № ПП-544,( лот 1 ),https://tbankrot.ru/item?id=5377672,180787889.82
Торги № ПП-545,( лот 2 ),https://tbankrot.ru/item?id=5377671,40955824.51
Торги № 100000770,( лот 1 ),https://tbankrot.ru/item?id=5377533,41395500.0
Торги № 2780-ОАОФ,( лот 1168 ),https://tbankrot.ru/item?id=5377487,324160445.45
Торги № 2780-ОАОФ,( лот 1163 ),https://tbankrot.ru/item?id=5377482,16190066.44
Торги № 2780-ОАОФ,( лот 1179 ),https://tbankrot.ru/item?id=5377498,400809107.86
Торги № 2780-ОАОФ,( лот 1166 ),https://tbankrot.ru/item?id=5377485,12445922.28
Торги № 2780-ОАОФ,( лот 1161 ),https://tbankrot.ru/item?id=5377480,142841168.49
Торги № 2690-ОАОФ,( лот 2 ),https://tbankrot.ru/item?id=5377384,17593290.29
Торги № 2690-ОАОФ,( лот 5 ),https://tbankrot.ru/item?id=5377387,86357315.65
Торги № 960000242482,( лот 9 ),https://tbankrot.ru/item?id=5377169,50433511.99
Торги № 960000242473,( лот 30 ),https://tbankrot.ru/item?id=5376889,12299968.75
Торги № 960000242476,( лот 22 ),https://tbankrot.ru/item?id=5376879,14084996.29
Торги № 960000242476,( лот 32 ),https://tbankrot.ru/item?id=5376860,10931388.53
Торги № 960000242476,( лот 28 ),https://tbankrot.ru/item?id=5376858,20418124.26
Торги № 960000242478,( лот 2 ),https://tbankrot.ru/item?id=5376852,44337668.63
Торги № 10280-ОАОФ,( лот 1 ),https://tbankrot.ru/item?id=5376703,65625460.0
Торги № 7013-ОАОФ,( лот 2 ),https://tbankrot.ru/item?id=5376244,17480658.57
Торги № 7013-ОАОФ,( лот 1 ),https://tbankrot.ru/item?id=5376243,17300000.0
Торги № 960000242456,( лот 1 ),https://tbankrot.ru/item?id=5376191,1398532276.5
Торги № 960000242465,( лот 1 ),https://tbankrot.ru/item?id=5376166,111906453.39
Торги № 960000242465,( лот 4 ),https://tbankrot.ru/item?id=5376162,512230026.28
Торги № 960000242435,( лот 1 ),https://tbankrot.ru/item?id=5375940,3125379000.0
Торги № 960000242452,( лот 2 ),https://tbankrot.ru/item?id=5375760,317715558.54
Торги № 960000242452,( лот 4 ),https://tbankrot.ru/item?id=5375757,185875167.7
Торги № 960000242452,( лот 1 ),https://tbankrot.ru/item?id=5375755,200654754.49
Торги № 960000242452,( лот 3 ),https://tbankrot.ru/item?id=5375754,457880524.99
Торги № 7276–ОАОФ,( лот 1 ),https://tbankrot.ru/item?id=5375721,18240300.0
Торги № 960000242446,( лот 1 ),https://tbankrot.ru/item?id=5375498,2613647874.26
Торги № 960000242446,( лот 2 ),https://tbankrot.ru/item?id=5375496,29971818.39
Торги № 960000242447,( лот 3 ),https://tbankrot.ru/item?id=5375490,1522044615.83
Торги № 960000242449,( лот 13 ),https://tbankrot.ru/item?id=5375474,277234504.21
Торги № 960000242449,( лот 12 ),https://tbankrot.ru/item?id=5375473,15660955.03
Торги № 960000242449,( лот 10 ),https://tbankrot.ru/item?id=5375471,785336136.04
Торги № 960000242449,( лот 11 ),https://tbankrot.ru/item?id=5375472,968740046.44
Торги № 960000242449,( лот 9 ),https://tbankrot.ru/item?id=5375470,435747650.26
Торги № 960000242449,( лот 3 ),https://tbankrot.ru/item?id=5375469,40503715.07
Торги № 170444,( лот 1 ),https://tbankrot.ru/item?id=5375183,49783930.29
Торги № 115873-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5375005,15208871.51
Торги № 960000242438,( лот 1 ),https://tbankrot.ru/item?id=5374912,20000000.0
Торги № 170555,( лот 1 ),https://tbankrot.ru/item?id=5374706,26555400.0
Торги № 170556,( лот 1 ),https://tbankrot.ru/item?id=5374705,28489500.0
Торги № 31853-ОАОФ,( лот 1 ),https://tbankrot.ru/item?id=5374703,31148663.21
Торги № 31852-ОАОФ,( лот 1 ),https://tbankrot.ru/item?id=5374688,79028149.27
Торги № 115833-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5372789,12148570.05
Торги № 960000242388,( лот 1 ),https://tbankrot.ru/item?id=5372626,26894869.82
Торги № 22000011830000000073,( лот 1 ),https://tbankrot.ru/item?id=5372549,357441525.98
Торги № 960000242385,( лот 1 ),https://tbankrot.ru/item?id=5372511,34809296.16
Торги № 960000242383,( лот 2 ),https://tbankrot.ru/item?id=5372472,16739243.24
Торги № 21000028650000000275,( лот 2 ),https://tbankrot.ru/item?id=5372255,13600000.0
Торги № 2779-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5371768,61872770.11
Торги № 170386,( лот 1 ),https://tbankrot.ru/item?id=5371375,37087400.0
Торги № 960000242357,( лот 2 ),https://tbankrot.ru/item?id=5371289,5106064521.4
Торги № 960000242357,( лот 1 ),https://tbankrot.ru/item?id=5371288,60081344.59
Торги № 31706-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5371278,714547576.53
Торги № 170364,( лот 1 ),https://tbankrot.ru/item?id=5371131,154449832.97
Торги № 23000007130000000157,( лот 1 ),https://tbankrot.ru/item?id=5370859,448773619.4
Торги № 960000242353,( лот 1 ),https://tbankrot.ru/item?id=5370747,635337564.91
Торги № 170282,( лот 1 ),https://tbankrot.ru/item?id=5370244,14688656.0
Торги № 170283,( лот 1 ),https://tbankrot.ru/item?id=5370242,24729356.0
Торги № 170284,( лот 1 ),https://tbankrot.ru/item?id=5370241,10254209.0
Торги № 170285,( лот 1 ),https://tbankrot.ru/item?id=5370240,52864020.0
Торги № 007088,( лот 1 ),https://tbankrot.ru/item?id=5370228,23389913.3
Торги № 007088,( лот 2 ),https://tbankrot.ru/item?id=5370226,54521264.75
Торги № 007089,( лот 2 ),https://tbankrot.ru/item?id=5370179,163214842.37
Торги № 007088,( лот 12 ),https://tbankrot.ru/item?id=5370081,10334336.36
Торги № 007088,( лот 20 ),https://tbankrot.ru/item?id=5370074,128732307.39
Торги № 115728-МЭТС,( лот 5 ),https://tbankrot.ru/item?id=5369939,17414651.4
Торги № 115728-МЭТС,( лот 6 ),https://tbankrot.ru/item?id=5369938,215517811.21
Торги № 4251-ОАОФ,( лот 9 ),https://tbankrot.ru/item?id=5369596,21560299.65
Торги № ПП-78413,( лот 1 ),https://tbankrot.ru/item?id=5369299,44820405.0
Торги № 717931,( лот 1 ),https://tbankrot.ru/item?id=5369013,19000000.0
Торги № 717930,( лот 1 ),https://tbankrot.ru/item?id=5369012,19000000.0
Торги № ОАОФЦП-14603,( лот 8 ),https://tbankrot.ru/item?id=5368756,26018598.72
Торги № ОАОФЦП-14603,( лот 10 ),https://tbankrot.ru/item?id=5368758,10233982.53
Торги № ОАОФЦП-14603,( лот 9 ),https://tbankrot.ru/item?id=5368757,21093302.56
Торги № ОАОФЦП-14603,( лот 7 ),https://tbankrot.ru/item?id=5368755,36742136.71
Торги № ОАОФЦП-14603,( лот 4 ),https://tbankrot.ru/item?id=5368752,66286372.62
Торги № ОАОФЦП-14603,( лот 6 ),https://tbankrot.ru/item?id=5368754,197737046.21
Торги № ОАОФЦП-14603,( лот 2 ),https://tbankrot.ru/item?id=5368750,93487117.24
Торги № ОАОФЦП-14603,( лот 5 ),https://tbankrot.ru/item?id=5368753,62616915.5
Торги № ОАОФЦП-14603,( лот 3 ),https://tbankrot.ru/item?id=5368751,79729347.22
Торги № ОАОФЦП-14603,( лот 1 ),https://tbankrot.ru/item?id=5368749,261812111.39
Торги № 11836,( лот 1 ),https://tbankrot.ru/item?id=5368717,107779500.0
Торги № 115658-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5368555,11481073.78
Торги № 170102,( лот 1 ),https://tbankrot.ru/item?id=5368437,17100000.0
Торги № ПП-14572,( лот 2 ),https://tbankrot.ru/item?id=5368162,26352658.31
Торги № ОАОФЦП-78387,( лот 1 ),https://tbankrot.ru/item?id=5367832,1039143623.98
Торги № ОАОФЦП-21167,( лот 1 ),https://tbankrot.ru/item?id=5367553,46603585.43
Торги № 5685-ОТПП,( лот 6 ),https://tbankrot.ru/item?id=5367363,61635606.3
