number,lot,href,start_price
Торги № 5685-ОТПП,( лот 8 ),https://tbankrot.ru/item?id=5367362,14473367.55
Торги № ПП-7285,( лот 2 ),https://tbankrot.ru/item?id=5367306,57335223.6
Торги № 5279094,( лот 2 ),https://tbankrot.ru/item?id=5367158,24590980.17
Торги № 31622-ОАОФ,( лот 9 ),https://tbankrot.ru/item?id=5367150,53152987.0
Торги № ОАОФЦП-93765,( лот 3 ),https://tbankrot.ru/item?id=5366842,28511867.58
Торги № ОАОФЦП-93765,( лот 2 ),https://tbankrot.ru/item?id=5366841,17430766.15
Торги № 9975-ОТПП,( лот 7 ),https://tbankrot.ru/item?id=5366555,21160966.23
Торги № 960000242276,( лот 1 ),https://tbankrot.ru/item?id=5366397,184123830.32
Торги № 960000242278,( лот 25 ),https://tbankrot.ru/item?id=5366371,95384722.01
Торги № 960000242278,( лот 9 ),https://tbankrot.ru/item?id=5366363,36273298.24
Торги № 960000242278,( лот 19 ),https://tbankrot.ru/item?id=5366347,72425758.11
Торги № 960000242278,( лот 18 ),https://tbankrot.ru/item?id=5366345,484832591.27
Торги № 960000242278,( лот 14 ),https://tbankrot.ru/item?id=5366341,541662054.76
Торги № 960000242278,( лот 10 ),https://tbankrot.ru/item?id=5366337,20095543.58
Торги № 960000242278,( лот 5 ),https://tbankrot.ru/item?id=5366327,99071435.88
Торги № 960000242278,( лот 1 ),https://tbankrot.ru/item?id=5366323,295212313.2
Торги № 717807,( лот 1 ),https://tbankrot.ru/item?id=5366069,2050000000.0
Торги № 169910,( лот 1 ),https://tbankrot.ru/item?id=5365292,18297578.58
Торги № 1287-ОАОФ,( лот 1 ),https://tbankrot.ru/item?id=5365173,128572068.25
Торги № ПП-28403,( лот 5 ),https://tbankrot.ru/item?id=5364397,161015847.56
Торги № ПП-28403,( лот 9 ),https://tbankrot.ru/item?id=5364401,12618062.1
Торги № ПП-28403,( лот 3 ),https://tbankrot.ru/item?id=5364395,153916350.0
Торги № ПП-28403,( лот 2 ),https://tbankrot.ru/item?id=5364394,935242791.39
Торги № 960000242258,( лот 1 ),https://tbankrot.ru/item?id=5364291,132295029.89
Торги № 31563-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5363863,13126817.51
Торги № 960000242255,( лот 3 ),https://tbankrot.ru/item?id=5363793,21947536.61
Торги № ОАОФЦП-78377,( лот 7 ),https://tbankrot.ru/item?id=5363720,153529153.72
Торги № ОАОФЦП-78377,( лот 8 ),https://tbankrot.ru/item?id=5363721,136655587.0
Торги № 960000242250,( лот 3 ),https://tbankrot.ru/item?id=5363381,12548204.89
Торги № 10948-ОАОФ,( лот 4 ),https://tbankrot.ru/item?id=5363233,82071116.0
Торги № 10948-ОАОФ,( лот 5 ),https://tbankrot.ru/item?id=5363232,11718881.84
Торги № 960000242236,( лот 1 ),https://tbankrot.ru/item?id=5363102,35039215.77
Торги № 960000242243,( лот 1 ),https://tbankrot.ru/item?id=5363092,19340411.61
Торги № 960000242214,( лот 7 ),https://tbankrot.ru/item?id=5362809,521141417.53
Торги № 960000242214,( лот 1 ),https://tbankrot.ru/item?id=5362808,33554413.31
Торги № 960000242214,( лот 5 ),https://tbankrot.ru/item?id=5362805,115351156.81
Торги № 960000242214,( лот 4 ),https://tbankrot.ru/item?id=5362804,188968998.0
Торги № 960000242214,( лот 3 ),https://tbankrot.ru/item?id=5362803,15177202.74
Торги № 960000242214,( лот 2 ),https://tbankrot.ru/item?id=5362801,62884468.42
Торги № ОАОФЦП-78361,( лот 52 ),https://tbankrot.ru/item?id=5362565,1729913983.67
Торги № ПП-14755,( лот 15 ),https://tbankrot.ru/item?id=5362211,130792946.21
Торги № ПП-14755,( лот 20 ),https://tbankrot.ru/item?id=5362216,46135713.55
Торги № ПП-14755,( лот 18 ),https://tbankrot.ru/item?id=5362214,14023872.75
Торги № ПП-14755,( лот 7 ),https://tbankrot.ru/item?id=5362203,45229500.0
Торги № ПП-14755,( лот 28 ),https://tbankrot.ru/item?id=5362224,12559339.5
Торги № ПП-14755,( лот 19 ),https://tbankrot.ru/item?id=5362215,18949424.95
Торги № ПП-14755,( лот 24 ),https://tbankrot.ru/item?id=5362220,12685116.05
Торги № ПП-14755,( лот 17 ),https://tbankrot.ru/item?id=5362213,24269604.66
Торги № ПП-14755,( лот 21 ),https://tbankrot.ru/item?id=5362217,112777270.1
Торги № ПП-14755,( лот 9 ),https://tbankrot.ru/item?id=5362205,52904164.76
Торги № ПП-14755,( лот 6 ),https://tbankrot.ru/item?id=5362202,10239623.07
Торги № ПП-14755,( лот 5 ),https://tbankrot.ru/item?id=5362201,47771678.86
Торги № ПП-14755,( лот 3 ),https://tbankrot.ru/item?id=5362199,182803894.21
Торги № ПП-14755,( лот 2 ),https://tbankrot.ru/item?id=5362198,19842991.2
Торги № ПП-9864,( лот 4 ),https://tbankrot.ru/item?id=5361917,25815219.27
Торги № 169728,( лот 1 ),https://tbankrot.ru/item?id=5361642,15000000.0
Торги № 115487-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5361411,24744427.75
Торги № 960000242195,( лот 3 ),https://tbankrot.ru/item?id=5361329,36014842.81
Торги № 960000242195,( лот 4 ),https://tbankrot.ru/item?id=5361304,36420774.22
Торги № 960000242195,( лот 1 ),https://tbankrot.ru/item?id=5361303,210612410.63
Торги № 960000242195,( лот 5 ),https://tbankrot.ru/item?id=5361296,24756083.0
Торги № 960000242195,( лот 2 ),https://tbankrot.ru/item?id=5361295,107861273.0
Торги № 960000242197,( лот 1 ),https://tbankrot.ru/item?id=5361283,30047078.68
Торги № 960000242192,( лот 1 ),https://tbankrot.ru/item?id=5360925,129823113.15
Торги № 1281-ОТПП,( лот 3 ),https://tbankrot.ru/item?id=5360887,11446606.45
Торги № 960000242184,( лот 1 ),https://tbankrot.ru/item?id=5360676,81009336.51
Торги № 115448-МЭТС,( лот 2 ),https://tbankrot.ru/item?id=5360107,13831833.5
Торги № 960000242168,( лот 21 ),https://tbankrot.ru/item?id=5360092,12393739.36
Торги № 960000242168,( лот 22 ),https://tbankrot.ru/item?id=5360090,43073285.66
Торги № 960000242168,( лот 23 ),https://tbankrot.ru/item?id=5360088,22074285.85
Торги № 960000242168,( лот 20 ),https://tbankrot.ru/item?id=5360087,14449004.24
Торги № 960000242169,( лот 11 ),https://tbankrot.ru/item?id=5360077,30011335.11
Торги № 960000242169,( лот 12 ),https://tbankrot.ru/item?id=5360073,27580895.34
Торги № 960000242169,( лот 8 ),https://tbankrot.ru/item?id=5360072,46197943.47
Торги № 960000242171,( лот 9 ),https://tbankrot.ru/item?id=5360070,33714451.1
Торги № 960000242171,( лот 7 ),https://tbankrot.ru/item?id=5360069,72348290.16
Торги № 960000242148,( лот 5 ),https://tbankrot.ru/item?id=5359919,75960000.0
Торги № 960000242170,( лот 1 ),https://tbankrot.ru/item?id=5359916,16762098.08
Торги № 960000242109,( лот 1 ),https://tbankrot.ru/item?id=5359909,99000000.0
Торги № 115435-МЭТС,( лот 2 ),https://tbankrot.ru/item?id=5359738,32401897.62
Торги № 115435-МЭТС,( лот 3 ),https://tbankrot.ru/item?id=5359737,54564388.55
Торги № 960000242148,( лот 16 ),https://tbankrot.ru/item?id=5359584,106605816.84
Торги № 960000242148,( лот 12 ),https://tbankrot.ru/item?id=5359583,11203261.64
Торги № 960000242148,( лот 9 ),https://tbankrot.ru/item?id=5359581,26951220.98
Торги № 960000242148,( лот 8 ),https://tbankrot.ru/item?id=5359579,191894621.78
Торги № 960000242148,( лот 7 ),https://tbankrot.ru/item?id=5359578,55538899.18
Торги № 960000242148,( лот 4 ),https://tbankrot.ru/item?id=5359577,81000000.0
Торги № 960000242148,( лот 17 ),https://tbankrot.ru/item?id=5359576,10246702.39
Торги № 960000242148,( лот 6 ),https://tbankrot.ru/item?id=5359574,50533265.89
Торги № 960000242148,( лот 15 ),https://tbankrot.ru/item?id=5359573,68511873.83
Торги № 960000242148,( лот 10 ),https://tbankrot.ru/item?id=5359572,69277349.3
Торги № 960000242148,( лот 14 ),https://tbankrot.ru/item?id=5359569,24687224.01
Торги № 960000242148,( лот 13 ),https://tbankrot.ru/item?id=5359568,144049459.34
Торги № 960000242148,( лот 3 ),https://tbankrot.ru/item?id=5359567,45000000.0
Торги № 960000242151,( лот 2 ),https://tbankrot.ru/item?id=5359523,29199352.64
Торги № 960000242151,( лот 1 ),https://tbankrot.ru/item?id=5359522,2575475858.0
Торги № 960000242149,( лот 3 ),https://tbankrot.ru/item?id=5359515,20789129.7
Торги № 960000242149,( лот 7 ),https://tbankrot.ru/item?id=5359519,249949524.3
Торги № 960000242149,( лот 5 ),https://tbankrot.ru/item?id=5359517,32909532.3
Торги № 0029123001DS,( лот 1 ),https://tbankrot.ru/item?id=5359029,16815400.0
Торги № ОАОФЦП-14481,( лот 1 ),https://tbankrot.ru/item?id=5358603,55158711.63
Торги № 115392-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5358387,47526300.0
Торги № 960000242100,( лот 1 ),https://tbankrot.ru/item?id=5358373,13524973.5
Торги № 960000242101,( лот 2 ),https://tbankrot.ru/item?id=5358372,28482354.3
Торги № 960000242101,( лот 3 ),https://tbankrot.ru/item?id=5358370,94743806.73
Торги № 960000242083,( лот 1 ),https://tbankrot.ru/item?id=5358023,149709331.72
Торги № SBR013-2304250010-0,( лот 1 ),https://tbankrot.ru/item?id=5357996,228483000.0
Торги № 115364-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5357686,45456861.84
Торги № 115364-МЭТС,( лот 3 ),https://tbankrot.ru/item?id=5357684,11540215.61
Торги № 960000236043,( лот 7 ),https://tbankrot.ru/item?id=5357561,19885760.64
Торги № 960000236046,( лот 2 ),https://tbankrot.ru/item?id=5357483,10710900.0
Торги № ПП-537,( лот 8 ),https://tbankrot.ru/item?id=5357448,132440627.31
Торги № ПП-537,( лот 7 ),https://tbankrot.ru/item?id=5357447,117145922.99
Торги № ПП-537,( лот 6 ),https://tbankrot.ru/item?id=5357446,546670954.41
Торги № ПП-535,( лот 4 ),https://tbankrot.ru/item?id=5357440,45656488.53
Торги № 960000242036,( лот 1 ),https://tbankrot.ru/item?id=5357218,377111177.81
Торги № 960000242035,( лот 6 ),https://tbankrot.ru/item?id=5357187,206798466.57
Торги № 960000242035,( лот 4 ),https://tbankrot.ru/item?id=5357185,25037647.89
Торги № 960000242035,( лот 1 ),https://tbankrot.ru/item?id=5357182,19271398.43
Торги № 960000242029,( лот 2 ),https://tbankrot.ru/item?id=5357072,30300102.74
Торги № 2687-ОТПП,( лот 2 ),https://tbankrot.ru/item?id=5356963,13588264.66
Торги № 31381-ОТПП,( лот 4 ),https://tbankrot.ru/item?id=5356576,18525339.0
Торги № АО0003074,( лот 1 ),https://tbankrot.ru/item?id=5356458,405000000.0
Торги № ОАОФЦП-28304,( лот 2 ),https://tbankrot.ru/item?id=5356279,15120000.0
Торги № 23000003530000000150,( лот 1 ),https://tbankrot.ru/item?id=5355910,241058182.63
Торги № 169300,( лот 1 ),https://tbankrot.ru/item?id=5355457,14185800.0
Торги № ОАОФЦП-78272,( лот 1 ),https://tbankrot.ru/item?id=5355394,110730447.57
Торги № ОАОФЦП-1593,( лот 1 ),https://tbankrot.ru/item?id=5355267,194095000.0
Торги № 1274-ОАОФ,( лот 1 ),https://tbankrot.ru/item?id=5355166,37459628.61
Торги № 564101005,( лот 1 ),https://tbankrot.ru/item?id=5355148,19736600.0
Торги № 169262,( лот 1 ),https://tbankrot.ru/item?id=5355116,48694801.14
Торги № 716831,( лот 1 ),https://tbankrot.ru/item?id=5354695,152800000.0
Торги № 169228,( лот 1 ),https://tbankrot.ru/item?id=5354520,15601680.0
Торги № 960000241981,( лот 1 ),https://tbankrot.ru/item?id=5354445,22754368.25
Торги № 960000241985,( лот 3 ),https://tbankrot.ru/item?id=5354101,251572396.54
Торги № ПП-93231,( лот 1 ),https://tbankrot.ru/item?id=5354052,43328237.01
Торги № 169157,( лот 1 ),https://tbankrot.ru/item?id=5353915,91421849.09
Торги № 115232-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5353866,26754756.46
Торги № 7250–ОАОФ,( лот 17 ),https://tbankrot.ru/item?id=5353838,14099661.0
Торги № 7250–ОАОФ,( лот 4 ),https://tbankrot.ru/item?id=5353833,19095057.9
Торги № 7250–ОАОФ,( лот 21 ),https://tbankrot.ru/item?id=5353841,33444796.21
Торги № 7250–ОАОФ,( лот 14 ),https://tbankrot.ru/item?id=5353836,19319580.0
Торги № 7250–ОАОФ,( лот 3 ),https://tbankrot.ru/item?id=5353832,57394773.9
Торги № 7250–ОАОФ,( лот 1 ),https://tbankrot.ru/item?id=5353831,96597729.9
Торги № 960000241518,( лот 10 ),https://tbankrot.ru/item?id=5353719,149012136.98
Торги № 960000241521,( лот 19 ),https://tbankrot.ru/item?id=5353718,194517793.91
Торги № 960000241596,( лот 7 ),https://tbankrot.ru/item?id=5353716,54657738.77
Торги № 960000241609,( лот 29 ),https://tbankrot.ru/item?id=5353714,13739235.82
Торги № 960000241672,( лот 2 ),https://tbankrot.ru/item?id=5353710,10095189.04
Торги № 7233–ОТПП,( лот 11 ),https://tbankrot.ru/item?id=5353680,14692772.93
Торги № 7233–ОТПП,( лот 10 ),https://tbankrot.ru/item?id=5353679,52348573.49
Торги № 7233–ОТПП,( лот 8 ),https://tbankrot.ru/item?id=5353677,20589191.13
Торги № 7233–ОТПП,( лот 5 ),https://tbankrot.ru/item?id=5353674,23399404.19
Торги № 7233–ОТПП,( лот 9 ),https://tbankrot.ru/item?id=5353678,96257306.25
Торги № 7233–ОТПП,( лот 6 ),https://tbankrot.ru/item?id=5353675,23086185.91
Торги № 7233–ОТПП,( лот 4 ),https://tbankrot.ru/item?id=5353673,65907823.11
Торги № 7233–ОТПП,( лот 3 ),https://tbankrot.ru/item?id=5353672,15135429.1
Торги № 7233–ОТПП,( лот 2 ),https://tbankrot.ru/item?id=5353671,1233890574.18
Торги № 7233–ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5353670,144658442.12
Торги № ОАОФЦП-78004,( лот 30 ),https://tbankrot.ru/item?id=5353646,246170174.71
Торги № 1272-ОТПП,( лот 2 ),https://tbankrot.ru/item?id=5353489,13548943.23
Торги № 169050,( лот 1 ),https://tbankrot.ru/item?id=5353323,11703000.0
Торги № 31049-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5353217,9850357261.25
Торги № 115190-МЭТС,( лот 2 ),https://tbankrot.ru/item?id=5353122,258814329.26
Торги № 168446,( лот 1 ),https://tbankrot.ru/item?id=5353066,10672981.33
Торги № 168447,( лот 1 ),https://tbankrot.ru/item?id=5353065,29636517.13
Торги № ПП-35176,( лот 1 ),https://tbankrot.ru/item?id=5351993,302333016.38
Торги № ОАОФЦП-28269,( лот 2 ),https://tbankrot.ru/item?id=5351673,12000000.0
Торги № ОАОФЦП-92999,( лот 164 ),https://tbankrot.ru/item?id=5351636,61668275.21
Торги № 960000241721,( лот 1 ),https://tbankrot.ru/item?id=5351519,66201016.22
Торги № 960000241710,( лот 7 ),https://tbankrot.ru/item?id=5351342,22867154.7
Торги № 960000241710,( лот 10 ),https://tbankrot.ru/item?id=5351338,22626992.42
Торги № 115136-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5351332,16658906.93
Торги № 115136-МЭТС,( лот 2 ),https://tbankrot.ru/item?id=5351330,16882894.7
Торги № 960000241717,( лот 1 ),https://tbankrot.ru/item?id=5351327,1337806800.0
Торги № 960000241717,( лот 2 ),https://tbankrot.ru/item?id=5351328,116750437.05
Торги № 960000241710,( лот 8 ),https://tbankrot.ru/item?id=5351325,137906420.23
Торги № 960000241710,( лот 11 ),https://tbankrot.ru/item?id=5351322,11098668.03
Торги № 960000241710,( лот 9 ),https://tbankrot.ru/item?id=5351321,27725383.49
Торги № 960000241710,( лот 5 ),https://tbankrot.ru/item?id=5351316,47053542.38
Торги № 960000241710,( лот 4 ),https://tbankrot.ru/item?id=5351313,1524460715.24
Торги № 960000241710,( лот 3 ),https://tbankrot.ru/item?id=5351312,733867402.85
Торги № 960000241712,( лот 2 ),https://tbankrot.ru/item?id=5351273,12544413.67
Торги № 5277714,( лот 1 ),https://tbankrot.ru/item?id=5350937,10524937.74
Торги № ПП-28232,( лот 1 ),https://tbankrot.ru/item?id=5350843,33746775.15
Торги № ПП-14328,( лот 2 ),https://tbankrot.ru/item?id=5350438,86256000.0
Торги № ОАОФЦП-58631,( лот 1 ),https://tbankrot.ru/item?id=5350421,3034776360.58
Торги № 31224-ОТПП,( лот 9 ),https://tbankrot.ru/item?id=5350202,21406342.95
Торги № 31224-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5350195,65919184.88
Торги № 960000241685,( лот 6 ),https://tbankrot.ru/item?id=5350024,78043323.84
Торги № 960000241685,( лот 5 ),https://tbankrot.ru/item?id=5350005,42064837.99
Торги № 960000241685,( лот 7 ),https://tbankrot.ru/item?id=5350002,26128465.83
Торги № 960000241685,( лот 8 ),https://tbankrot.ru/item?id=5349993,21376588.2
Торги № 960000241685,( лот 4 ),https://tbankrot.ru/item?id=5349992,30877939.73
Торги № 960000241685,( лот 3 ),https://tbankrot.ru/item?id=5349990,314109397.74
Торги № 960000241685,( лот 2 ),https://tbankrot.ru/item?id=5349988,621871798.5
Торги № 960000241685,( лот 1 ),https://tbankrot.ru/item?id=5349984,752940177.55
Торги № ОАОФЦП-14275,( лот 13 ),https://tbankrot.ru/item?id=5349821,77063865.03
Торги № 960000241681,( лот 1 ),https://tbankrot.ru/item?id=5349701,15506352.73
Торги № 168806,( лот 1 ),https://tbankrot.ru/item?id=5349407,17328853.98
Торги № 960000241671,( лот 9 ),https://tbankrot.ru/item?id=5349153,328941068.54
Торги № 960000241671,( лот 8 ),https://tbankrot.ru/item?id=5349145,118769298.18
Торги № 960000241673,( лот 2 ),https://tbankrot.ru/item?id=5349100,77859574.49
Торги № 960000241673,( лот 1 ),https://tbankrot.ru/item?id=5349097,100235731.87
Торги № 960000241662,( лот 24 ),https://tbankrot.ru/item?id=5348917,233498627.11
Торги № 960000241662,( лот 11 ),https://tbankrot.ru/item?id=5348910,236818124.54
Торги № 960000241662,( лот 9 ),https://tbankrot.ru/item?id=5348908,417415098.08
Торги № 960000241662,( лот 8 ),https://tbankrot.ru/item?id=5348907,955557664.29
Торги № 960000241662,( лот 25 ),https://tbankrot.ru/item?id=5348905,97615688.21
Торги № 960000241662,( лот 4 ),https://tbankrot.ru/item?id=5348890,347195450.7
Торги № 960000241662,( лот 3 ),https://tbankrot.ru/item?id=5348889,63932235.62
Торги № 960000241666,( лот 3 ),https://tbankrot.ru/item?id=5348881,25433803.87
Торги № 960000241669,( лот 1 ),https://tbankrot.ru/item?id=5348857,357275214.76
Торги № 960000241656,( лот 3 ),https://tbankrot.ru/item?id=5348549,28000000.0
Торги № 960000241656,( лот 2 ),https://tbankrot.ru/item?id=5348533,10500000.0
Торги № 115062-МЭТС,( лот 2 ),https://tbankrot.ru/item?id=5348341,13533389.91
Торги № ОАОФЦП-92649,( лот 1 ),https://tbankrot.ru/item?id=5348232,29489376.16
Торги № 30719-ОТПП,( лот 3 ),https://tbankrot.ru/item?id=5347883,135687107.29
Торги № 115033-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5347440,50000000.0
Торги № ОАОФЦП-92978,( лот 7 ),https://tbankrot.ru/item?id=5347123,19339000.0
Торги № 960000241626,( лот 1 ),https://tbankrot.ru/item?id=5346964,52195302.19
Торги № 960000241628,( лот 9 ),https://tbankrot.ru/item?id=5346960,42709500.96
Торги № 960000241628,( лот 8 ),https://tbankrot.ru/item?id=5346958,49624897.91
Торги № 960000241628,( лот 7 ),https://tbankrot.ru/item?id=5346956,22018038.66
Торги № 960000241628,( лот 6 ),https://tbankrot.ru/item?id=5346954,31945001.9
Торги № 960000241629,( лот 1 ),https://tbankrot.ru/item?id=5346952,53313338.99
Торги № 960000241622,( лот 1 ),https://tbankrot.ru/item?id=5346562,199496573.29
Торги № 960000241622,( лот 2 ),https://tbankrot.ru/item?id=5346563,113788830.16
Торги № 960000241615,( лот 1 ),https://tbankrot.ru/item?id=5346478,103479896.18
Торги № 114993-МЭТС,( лот 4 ),https://tbankrot.ru/item?id=5346227,229600657.94
Торги № 114993-МЭТС,( лот 5 ),https://tbankrot.ru/item?id=5346225,19649847.99
Торги № 960000241607,( лот 4 ),https://tbankrot.ru/item?id=5346217,15130629.5
Торги № 960000241607,( лот 3 ),https://tbankrot.ru/item?id=5346210,41990131.49
Торги № 168573,( лот 1 ),https://tbankrot.ru/item?id=5346133,13050000.0
Торги № 30453-ОТПП,( лот 2 ),https://tbankrot.ru/item?id=5345927,17896563.0
Торги № 114981-МЭТС,( лот 5 ),https://tbankrot.ru/item?id=5345752,32840379.0
Торги № 960000241592,( лот 3 ),https://tbankrot.ru/item?id=5345637,181535413.74
Торги № 960000241587,( лот 3 ),https://tbankrot.ru/item?id=5345348,87549532.86
Торги № 960000241587,( лот 2 ),https://tbankrot.ru/item?id=5345347,22774822.16
Торги № ОАОФЦП-1671,( лот 1 ),https://tbankrot.ru/item?id=5344255,29526416.27
Торги № ОАОФЦП-77290,( лот 1 ),https://tbankrot.ru/item?id=5343972,40184963.6
Торги № 114929-МЭТС,( лот 12 ),https://tbankrot.ru/item?id=5343929,15556898.78
Торги № 960000241568,( лот 2 ),https://tbankrot.ru/item?id=5343893,40200371.64
Торги № 960000241568,( лот 3 ),https://tbankrot.ru/item?id=5343892,138956214.01
Торги № 960000241554,( лот 3 ),https://tbankrot.ru/item?id=5343701,82738542.83
Торги № ОАОФЦП-78172,( лот 34 ),https://tbankrot.ru/item?id=5343627,12064553.85
Торги № ОАОФЦП-78172,( лот 33 ),https://tbankrot.ru/item?id=5343626,26748968.23
Торги № ОАОФЦП-78172,( лот 32 ),https://tbankrot.ru/item?id=5343625,13853256.39
Торги № ОАОФЦП-78172,( лот 31 ),https://tbankrot.ru/item?id=5343624,193136825.55
Торги № ОАОФЦП-78172,( лот 23 ),https://tbankrot.ru/item?id=5343615,22700792.04
Торги № ОАОФЦП-78172,( лот 22 ),https://tbankrot.ru/item?id=5343614,38260447.47
Торги № ОАОФЦП-78172,( лот 12 ),https://tbankrot.ru/item?id=5343604,17369322.85
Торги № 5982-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5343512,26964699.52
Торги № 960000241525,( лот 9 ),https://tbankrot.ru/item?id=5342925,123154944.63
Торги № 960000241525,( лот 5 ),https://tbankrot.ru/item?id=5342919,82128784.92
Торги № 960000241516,( лот 1 ),https://tbankrot.ru/item?id=5342595,294133089.53
Торги № 114880-МЭТС,( лот 2 ),https://tbankrot.ru/item?id=5342494,104769165.4
Торги № ОАОФЦП-92763,( лот 3 ),https://tbankrot.ru/item?id=5342399,13568907.22
Торги № ОАОФЦП-92763,( лот 2 ),https://tbankrot.ru/item?id=5342398,268129412.82
Торги № ОАОФЦП-92763,( лот 1 ),https://tbankrot.ru/item?id=5342397,542794748.61
Торги № 168378,( лот 1 ),https://tbankrot.ru/item?id=5341923,16972465.5
Торги № ПП-92699,( лот 1 ),https://tbankrot.ru/item?id=5341645,26399136.21
Торги № 960000241073,( лот 10 ),https://tbankrot.ru/item?id=5341215,39317471.78
Торги № 960000241075,( лот 2 ),https://tbankrot.ru/item?id=5341212,139179947.31
Торги № 960000241119,( лот 2 ),https://tbankrot.ru/item?id=5341189,22028442.18
Торги № 5980-ОАОФ,( лот 2 ),https://tbankrot.ru/item?id=5340016,16860723.09
Торги № ОАОФЦП-21097,( лот 2 ),https://tbankrot.ru/item?id=5339883,12027426.75
Торги № ОАОФЦП-27963,( лот 1 ),https://tbankrot.ru/item?id=5339702,19557491.7
Торги № ПП-78144,( лот 1 ),https://tbankrot.ru/item?id=5339633,15609707.32
Торги № 114768-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5339271,88000000.0
Торги № 114757-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5339147,161827305.89
Торги № 114757-МЭТС,( лот 4 ),https://tbankrot.ru/item?id=5339144,65201685.45
Торги № 114754-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5339120,24530902.68
Торги № 114754-МЭТС,( лот 2 ),https://tbankrot.ru/item?id=5339119,10557562.64
Торги № 10221-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5338879,605791562.0
Торги № 10221-ОТПП,( лот 2 ),https://tbankrot.ru/item?id=5338880,32409072.97
Торги № 10221-ОТПП,( лот 4 ),https://tbankrot.ru/item?id=5338882,28242416.3
Торги № 5277093,( лот 2 ),https://tbankrot.ru/item?id=5338823,14615185.57
Торги № ПП-3649,( лот 45 ),https://tbankrot.ru/item?id=5338473,2185423254.0
Торги № ПП-3649,( лот 43 ),https://tbankrot.ru/item?id=5338472,14724226.75
Торги № ПП-3649,( лот 35 ),https://tbankrot.ru/item?id=5338464,46644213.38
Торги № ПП-3649,( лот 34 ),https://tbankrot.ru/item?id=5338463,33032200.44
Торги № ПП-3649,( лот 33 ),https://tbankrot.ru/item?id=5338462,49885569.0
Торги № ПП-3649,( лот 3 ),https://tbankrot.ru/item?id=5338441,64183689.43
Торги № 30774-ОТПП,( лот 2 ),https://tbankrot.ru/item?id=5337105,663690421.12
Торги № 114670-МЭТС,( лот 4 ),https://tbankrot.ru/item?id=5336935,63290866.78
Торги № SBR013-2304140006-0,( лот 5 ),https://tbankrot.ru/item?id=5336696,13303545.85
Торги № SBR013-2304140006-0,( лот 1 ),https://tbankrot.ru/item?id=5336692,108755414.67
Торги № 30771-ОАОФ,( лот 2 ),https://tbankrot.ru/item?id=5335922,336054655.36
Торги № ПП-92066,( лот 2 ),https://tbankrot.ru/item?id=5335904,18000000.0
Торги № ПП-92066,( лот 4 ),https://tbankrot.ru/item?id=5335906,18000000.0
Торги № 5977-ОАОФ,( лот 5 ),https://tbankrot.ru/item?id=5335202,131393402.24
Торги № 5977-ОАОФ,( лот 6 ),https://tbankrot.ru/item?id=5335201,68230704.27
Торги № 5977-ОАОФ,( лот 7 ),https://tbankrot.ru/item?id=5335200,99310393.04
Торги № 5977-ОАОФ,( лот 12 ),https://tbankrot.ru/item?id=5335198,150320844.67
Торги № 5977-ОАОФ,( лот 21 ),https://tbankrot.ru/item?id=5335196,32072605.25
Торги № 5977-ОАОФ,( лот 24 ),https://tbankrot.ru/item?id=5335191,170235846.76
Торги № 5977-ОАОФ,( лот 25 ),https://tbankrot.ru/item?id=5335190,35782608.19
Торги № ПП-92433,( лот 1 ),https://tbankrot.ru/item?id=5334505,16097895.0
Торги № 960000241045,( лот 12 ),https://tbankrot.ru/item?id=5334466,11901619.8
Торги № 960000241384,( лот 7 ),https://tbankrot.ru/item?id=5334187,13006101.28
Торги № ПП-76418,( лот 2 ),https://tbankrot.ru/item?id=5334164,30756394.49
Торги № ПП-76433,( лот 3 ),https://tbankrot.ru/item?id=5333937,133972573.95
Торги № ПП-76433,( лот 4 ),https://tbankrot.ru/item?id=5333938,171936592.94
Торги № ПП-76421,( лот 1 ),https://tbankrot.ru/item?id=5333581,98862822.36
Торги № ПП-58550,( лот 2 ),https://tbankrot.ru/item?id=5333554,187381374.28
Торги № 114590-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5333323,38314272.5
Торги № 114557-МЭТС,( лот 7 ),https://tbankrot.ru/item?id=5332611,15542231.98
Торги № 114551-МЭТС,( лот 1 ),https://tbankrot.ru/item?id=5332578,41466966.26
Торги № 2767-ОАОФ,( лот 11 ),https://tbankrot.ru/item?id=5332565,18210939.33
Торги № 2767-ОАОФ,( лот 12 ),https://tbankrot.ru/item?id=5332566,36623135.0
Торги № 2767-ОАОФ,( лот 10 ),https://tbankrot.ru/item?id=5332564,68737500.0
